#Y3S-Npart
#Npart	etabar=1/4pi	        etabar=2/4pi	        etabar=3/4pi
54	0.1680774349638148	0.1704363472088395	0.1716668139249552
55	0.16541234881380965	0.16769518297808103	0.1689073873236834
56	0.16282912872912034	0.16505741553509387	0.16625044056279295
57	0.16032777470974685	0.16252304487987793	0.16369597364228372
58	0.15790828675568921	0.1600920710124332	0.1612439865621558
59	0.15557066486694737	0.1577644939327597	0.15889447932240913
60	0.15331490904352138	0.15554031364085746	0.1566474519230438
61	0.15114005042845063	0.15341785694761206	0.15450125379283175
62	0.1490235109296032	0.1513581321137734	0.15241742027623648
63	0.14695580646906314	0.14934476039967787	0.1503797940386173
64	0.14493693704683042	0.14737774180532554	0.14838837507997416
65	0.142966902662905	0.1454570763307163	0.14644316340030708
66	0.14104570331728694	0.1435827639758502	0.14454415899961615
67	0.13917333900997617	0.14175480474072724	0.1426913618779012
68	0.13734980974097277	0.1399731986253474	0.14088477203516236
69	0.13557511551027668	0.1382379456297107	0.1391243894713996
70	0.1338492563178879	0.13654904575381716	0.1374102141866129
71	0.13217223216380652	0.13490649899766674	0.13574224618080227
72	0.13054404304803247	0.13331030536125946	0.13412048545396774
73	0.12896468897056568	0.1317604648445953	0.13254493200610923
74	0.1274341699314063	0.1302569774476743	0.13101558583722683
75	0.12595248593055422	0.12879984317049642	0.12953244694732052
76	0.12451859985489158	0.12738800666125277	0.1280945144810264
77	0.12311511238081543	0.12600376261150414	0.12668499739978317
78	0.12173581297120992	0.12464079126551074	0.12529790228852603
79	0.12038070162607506	0.12329909262327257	0.12393322914725492
80	0.11904977834541085	0.12197866668478963	0.12259097797596993
81	0.1177430431292173	0.12067951345006189	0.12127114877467099
82	0.11646049597749433	0.11940163291908937	0.11997374154335813
83	0.11520213689024203	0.11814502509187207	0.11869875628203132
84	0.11396796586746037	0.11690968996840999	0.11744619299069062
85	0.11275798290914933	0.1156956275487031	0.1162160516693359
86	0.11157218801530894	0.11450283783275145	0.11500833231796732
87	0.11041058118593922	0.11333132082055503	0.11382303493658483
88	0.1092731624210401	0.1121810765121138	0.11266015952518837
89	0.10815993172061164	0.11105210490742783	0.11151970608377801
90	0.10707088908465384	0.10994440600649705	0.11040167461235373
91	0.10600603451316666	0.10885797980932149	0.10930606511091548
92	0.10496536800615013	0.10779282631590117	0.10823287757946334
93	0.1039488895636042	0.10674894552623602	0.10718211201799724
94	0.10295659918552896	0.10572633744032614	0.10615376842651722
95	0.10198849687192434	0.10472500205817145	0.10514784680502329
96	0.10104458262279034	0.10374493937977196	0.10416434715351539
97	0.10012485643812702	0.10278614940512773	0.10320326947199361
98	0.0992293183179343	0.1018486321342387	0.10226461376045788
99	0.09835796826221223	0.10093238756710488	0.10134838001890821
100	0.09751080627096081	0.10003741570372626	0.10045456824734464
101	0.09668783234418003	0.0991637165441029	0.09958317844576711
102	0.09588399263321559	0.09830763340431029	0.09873013708968828
103	0.09508953553627277	0.09746211056741677	0.09788758415174698
104	0.09430421587596097	0.09662697063669276	0.09705532201302491
105	0.09352803365228021	0.09580221361213834	0.09623335067352207
106	0.09276098886523045	0.09498783949375343	0.09542167013323846
107	0.09200308151481171	0.09418384828153807	0.09462028039217407
108	0.091254311601024	0.09339023997549227	0.09382918145032891
109	0.09051467912386735	0.09260701457561601	0.09304837330770299
110	0.08978418408334168	0.09183417208190928	0.09227785596429629
111	0.08906282647944705	0.0910717124943721	0.09151762942010883
112	0.08835060631218344	0.09031963581300448	0.09076769367514059
113	0.08764752358155087	0.08957794203780639	0.09002804872939155
114	0.08695357828754931	0.08884663116877785	0.08929869458286178
115	0.08626877043017879	0.08812570320591886	0.08857963123555122
116	0.08559310000943926	0.08741515814922937	0.08787085868745989
117	0.0849265670253308	0.0867149959987095	0.08717237693858779
118	0.08426917147785334	0.08602521675435912	0.0864841859889349
119	0.08362091336700692	0.0853458204161783	0.08580628583850125
120	0.0829817926927915	0.08467680698416702	0.08513867648728685
121	0.08235180945520713	0.08401817645832531	0.08448135793529166
122	0.08173096365425378	0.08336992883865313	0.08383433018251571
123	0.08111925528993144	0.08273206412515047	0.08319759322895895
124	0.08051668436224013	0.08210458231781738	0.08257114707462146
125	0.07992325087117987	0.08148748341665382	0.08195499171950318
126	0.0793389548167506	0.08088076742165982	0.08134912716360412
127	0.07876379619895238	0.08028443433283536	0.0807535534069243
128	0.07819777501778516	0.07969848415018045	0.0801682704494637
129	0.07764089127324897	0.07912291687369508	0.07959327829122234
130	0.07709314496534383	0.07855773250337925	0.07902857693220021
131	0.07655453609406969	0.07800293103923295	0.07847416637239729
132	0.0760250646594266	0.07745851248125622	0.07793004661181362
133	0.0755047306614145	0.07692447682944903	0.07739621765044918
134	0.07499353410003344	0.0764008240838114	0.07687267948830395
135	0.07449147497528341	0.07588755424434326	0.07635943212537794
136	0.0739985532871644	0.0753846673110447	0.07585647556167119
137	0.07351476903567643	0.07489216328391571	0.07536380979718366
138	0.07304012222081946	0.07441004216295623	0.07488143483191533
139	0.0725738668050536	0.07393739158689158	0.0744084203161515
140	0.07211226685241869	0.07346964271955392	0.07394010733292226
141	0.0716548086790868	0.07300616735497917	0.07347585529033089
142	0.07120149228505795	0.07254696549316728	0.07301566418837736
143	0.07075231767033215	0.0720920371341183	0.07255953402706167
144	0.07030728483490938	0.0716413822778322	0.07210746480638383
145	0.06986639377878963	0.07119500092430897	0.07165945652634383
146	0.06942964450197293	0.07075289307354868	0.07121550918694168
147	0.06899703700445928	0.07031505872555123	0.07077562278817738
148	0.06856857128624867	0.0698814978803167	0.07033979733005091
149	0.06814424734734108	0.06945221053784505	0.0699080328125623
150	0.06772406518773652	0.0690271966981363	0.06948032923571153
151	0.06730802480743503	0.06860645636119045	0.06905668659949862
152	0.06689612620643655	0.06818998952700746	0.06863710490392355
153	0.06648836938474112	0.06777779619558737	0.06822158414898633
154	0.06608475434234873	0.06736987636693018	0.06781012433468694
155	0.06568528107925936	0.06696623004103588	0.06740272546102541
156	0.06528994959547305	0.06656685721790448	0.06699938752800173
157	0.06489875989098977	0.06617175789753596	0.0666001105356159
158	0.06451171196580953	0.06578093207993033	0.0662048944838679
159	0.06412880581993233	0.06539437976508758	0.06581373937275777
160	0.06375004145335815	0.06501210095300772	0.06542664520228546
161	0.06337541886608702	0.06463409564369077	0.06504361197245101
162	0.06300493805811892	0.0642603638371367	0.0646646396832544
163	0.06263859902945389	0.06389090553334553	0.06428972833469565
164	0.06227640178009186	0.06352572073231724	0.06391887792677474
165	0.06191834631003289	0.06316480943405185	0.06355208845949167
166	0.06156443261927696	0.06280817163854935	0.06318935993284647
167	0.061214660707824047	0.06245580734580972	0.06283069234683908
168	0.060869030575674186	0.062107716555833005	0.06247608570146957
169	0.06052754222282736	0.061763899268619166	0.062125539996737894
170	0.06019019564928358	0.06142435548416823	0.061779055232644056
171	0.05985699085504281	0.06108908520248017	0.06143663140918808
172	0.059527927840105105	0.06075808842355502	0.06109826852636993
173	0.059203006604470435	0.06043136514739274	0.06076396658418963
174	0.0588822271481388	0.06010891537399336	0.0604337255826472
175	0.058565589471110194	0.059790739103356874	0.06010754552174259
176	0.05825309357338465	0.05947683633548328	0.05978542640147585
177	0.057944739454962126	0.059167207070372575	0.05946736822184695
178	0.057640527115842645	0.05886185130802475	0.059153370982855884
179	0.057340456556026195	0.05856076904843983	0.05884343468450268
180	0.057043628425912395	0.058262908985060265	0.05853675649866636
181	0.056748836504973664	0.05796686109051752	0.05823225966080603
182	0.05645607451399331	0.05767261802463855	0.05792993856561341
183	0.05616534245297135	0.05738017978742336	0.057629793213088525
184	0.05587664032190774	0.05708954637887194	0.057331823603231344
185	0.05558996812080254	0.05680071779898429	0.057036029736041896
186	0.05530532584965569	0.05651369404776042	0.05674241161152016
187	0.0550227135084672	0.0562284751252003	0.05645096922966612
188	0.054742131097237134	0.05594506103130399	0.05616170259047984
189	0.054463578615965416	0.05566345176607143	0.05587461169396126
190	0.0541870560646521	0.055383647329502655	0.055589696540110395
191	0.05391256344329713	0.05510564772159765	0.05530695712892726
192	0.05364010075190056	0.054829452942356444	0.055026393460411854
193	0.053369667990462354	0.054555062991778966	0.05474800553456414
194	0.05310126515898254	0.05428247786986529	0.054471793351384176
195	0.05283489225746109	0.05401169757661539	0.054197756910871905
196	0.05257054928589802	0.05374272211202926	0.05392589621302737
197	0.05230823624429333	0.0534755514761069	0.05365621125785054
198	0.05204795313264701	0.05321018566884832	0.05338870204534144
199	0.051789699950959084	0.05294662469025351	0.053123368575500075
200	0.051533476699229516	0.052684868540322484	0.052860210848326414
201	0.05127928337745834	0.05242491721905521	0.052599228863820464
202	0.05102711998564553	0.05216677072645173	0.05234042262198225
203	0.05077698652379112	0.05191042906251203	0.052083792122811744
204	0.050528882991895056	0.05165589222723609	0.05182933736630896
205	0.05028280938995738	0.051403160220623925	0.051577058352473885
206	0.0500387657179781	0.05115223304267555	0.05132695508130655
207	0.049796751975957176	0.05090311069339093	0.051079027552806924
208	0.049556768163894635	0.050655793172770094	0.05083327576697502
209	0.04931881428179047	0.05041028048081304	0.050589699723810846
210	0.049082890329644684	0.050166572617519736	0.05034829942331438
211	0.048848996307457274	0.04992466958289023	0.050109074865485624
212	0.04861713221522824	0.049684571376924475	0.049872026050324605
213	0.04838729805295759	0.04944627799962252	0.049637152977831306
214	0.04815949382064531	0.04920978945098431	0.04940445564800571
215	0.04793371951829141	0.04897510573100991	0.04917393406084785
216	0.047709975145895894	0.04874222683969926	0.048945588216357694
217	0.047488260703458754	0.04851115277705239	0.04871941811453527
218	0.04726857619097999	0.0482818835430693	0.04849542375538057
219	0.0470509216084596	0.04805441913774998	0.04827360513889359
220	0.04683529695589758	0.04782875956109443	0.048053962265074315
221	0.04662170223329394	0.04760490481310266	0.04783649513392276
222	0.046410067260837844	0.04738283445562687	0.04762112916565954
223	0.04619980285964495	0.04716237690477452	0.047407238242449766
224	0.04599077621300919	0.0469434934809391	0.04719468122055821
225	0.045782987320930585	0.046726184184120625	0.04698345809998493
226	0.04557643618340913	0.04651044901431908	0.04677356888072988
227	0.0453711228004448	0.04629628797153446	0.04656501356279307
228	0.045167047172037636	0.04608370105576679	0.04635779214617452
229	0.04496420929818761	0.04587268826701606	0.04615190463087422
230	0.04476260917889473	0.04566324960528223	0.04594735101689213
231	0.04456224681415899	0.04545538507056536	0.045744131304228317
232	0.04436312220398041	0.045249094662865405	0.045542245492882744
233	0.04416523534835897	0.0450443783821824	0.04534169358285541
234	0.04396858624729465	0.04484123622851632	0.045142475574146315
235	0.04377317490078751	0.044639668201867176	0.04494459146675548
236	0.0435790013088375	0.04443967430223497	0.04474804126068288
237	0.043386065471444635	0.04424125452961969	0.044552824955928536
238	0.04319436738860893	0.04404440888402135	0.044358942552492425
239	0.04300390706033036	0.043849137365439946	0.04416639405037456
240	0.04281468448660894	0.04365543997387547	0.04397517944957495
241	0.04262669966744465	0.04346331670932793	0.04378529875009358
242	0.042439952602837526	0.043272767571797315	0.043596751951930454
243	0.04225444329278753	0.04308379256128364	0.04340953905508557
244	0.04207017173729469	0.042896391677786895	0.04322366005955894
245	0.041887137936358995	0.04271056492130709	0.04303911496535055
246	0.04170534188998044	0.04252631229184421	0.04285590377246041
247	0.041524783598159046	0.042343633789398274	0.04267402648088851
248	0.04134546306089479	0.04216252941396927	0.04249348309063486
249	0.04116738027818767	0.0419829991655572	0.04231427360169945
250	0.04099053525003771	0.04180504304416206	0.04213639801408229
251	0.04081492797644487	0.041628661049783855	0.04195985632778337
252	0.040640558457409194	0.041453853182422576	0.041784648542802685
253	0.040467426692930665	0.04128061944207824	0.04161077465914026
254	0.04029553268300928	0.04110895982875083	0.04143823467679608
255	0.04012487642764504	0.04093887434244037	0.04126702859577015
256	0.03995545792683794	0.04077036298314682	0.04109715641606246
257	0.03978727718058799	0.040603425750870226	0.040928618137673005
258	0.0396203341888952	0.04043806264561055	0.040761413760601814
259	0.03945462895175954	0.04027427366736781	0.04059554328484885
260	0.03929016146918102	0.04011205881614201	0.040431006710414136
261	0.03912693174115965	0.03995141809193314	0.04026780403729768
262	0.038964939767695425	0.039792351494741196	0.04010593526549945
263	0.03880418554878835	0.03963485902456619	0.03994540039501948
264	0.03864466908443843	0.03947894068140813	0.039786199425857746
265	0.038486248949387916	0.039324328597123676	0.03962812992277349
266	0.03832850841955896	0.03917023347065865	0.039470595389494406
267	0.038171420293229036	0.03901660378027626	0.03931355688964283
268	0.03801498457039815	0.03886343952597648	0.039157014423218756
269	0.03785920125106631	0.038710740707759345	0.039000967990222214
270	0.037704070335233514	0.03855850732562485	0.03884541759065317
271	0.03754959182289974	0.03840673937957297	0.038690363224511644
272	0.03739576571406503	0.03825543686960373	0.038535804891797636
273	0.03724259200872935	0.03810459979571713	0.038381742592511134
274	0.0370900707068927	0.03795422815791315	0.03822817632665214
275	0.0369382018085551	0.03780432195619181	0.03807510609422066
276	0.03678698531371653	0.03765488119055308	0.03792253189521669
277	0.03663642122237701	0.037505905860996995	0.03777045372964023
278	0.036486509534536526	0.03735739596752354	0.03761887159749129
279	0.03633725025019507	0.037209351510132715	0.037467785498769855
280	0.036188643369352666	0.03706177248882453	0.03731719543347595
281	0.0360406888920093	0.03691465890359897	0.03716710140160953
282	0.03589338681816498	0.03676801075445604	0.03701750340317064
283	0.035746737147819695	0.03662182804139574	0.036868401438159254
284	0.035600739880973425	0.03647611076441808	0.03671979550657537
285	0.035455395017626234	0.03633085892352306	0.036571685608419016
286	0.03531070255777806	0.036186072518710644	0.03642407174369016
287	0.035166662501428934	0.03604175154998088	0.03627695391238883
288	0.03502327484857884	0.03589789601733374	0.03613033211451501
289	0.03488053959922779	0.035754505920769224	0.03598420635006869
290	0.03473845675337578	0.03561158126028735	0.03583857661904989
291	0.03459702631102281	0.035469122035888104	0.035693442921458596
292	0.03445624827216888	0.03532712824757149	0.03554880525729483
293	0.03431612263681398	0.03518559989533751	0.03540466362655856
294	0.034176649404958126	0.035044536979186164	0.0352610180292498
295	0.034037828576601314	0.03490393949911744	0.03511786846536857
296	0.033899660151743546	0.03476380745513134	0.03497521493491483
297	0.03376214413038481	0.03462414084722789	0.034833057437888615
298	0.03362528051252511	0.03448493967540707	0.034691395974289906
299	0.03348906929816446	0.03434620393966886	0.03455023054411871
300	0.033353510487302854	0.0342079336400133	0.034409561147375034
301	0.033218604079940275	0.034070128776440375	0.03426938778405886
302	0.03308435007607674	0.03393278934895007	0.0341297104541702
303	0.032950748475712235	0.0337959153575424	0.03399052915770905
304	0.03281779927884678	0.03365950680221736	0.03385184389467542
305	0.03268550248548036	0.03352356368297496	0.033713654665069294
306	0.03255377726298976	0.03338806968421379	0.03357593525004031
307	0.032422369650311075	0.03325297354534968	0.0334386032748384
308	0.03229126115774128	0.03311827153434213	0.03330165274214789
309	0.032160451785280354	0.03298396365119111	0.033165083651968796
310	0.03202994153292832	0.03285004989589664	0.033028896004301096
311	0.03189973040068515	0.032716530268458735	0.03289308979914481
312	0.031769818388550884	0.03258340476887736	0.03275766503649993
313	0.03164020549652549	0.032450673397152546	0.03262262171636647
314	0.031510891724608976	0.03231833615328426	0.03248795983874442
315	0.03138187707280135	0.03218639303727254	0.03235367940363377
316	0.031253161541102595	0.03205484404911736	0.032219780411034515
317	0.031124745129512733	0.03192368918881872	0.032086262860946686
318	0.030996627838031737	0.031792928456376636	0.03195312675337025
319	0.030868809666659638	0.031662561851791095	0.03182037208830524
320	0.030741290615396426	0.03153258937506212	0.03168799886575163
321	0.030614070684242073	0.03140301102618967	0.03155600708570942
322	0.030487149873196617	0.03127382680517378	0.03142439674817863
323	0.030360528182260038	0.03114503671201442	0.031293167853159234
324	0.030234205611432346	0.031016640746711625	0.031162320400651256
325	0.03010818216071353	0.03088863890926537	0.031031854390654683
326	0.029982457830103598	0.030761031199675666	0.030901769823169518
327	0.02985703261960255	0.030633817617942503	0.03077206669819576
328	0.029731906529210376	0.030506998164065893	0.030642745015733407
329	0.029607079558927097	0.030380572838045836	0.030513804775782468
330	0.029482551708752684	0.030254541639882317	0.030385245978342936
331	0.029358322978687165	0.03012890456957535	0.03025706862341481
332	0.029234393368730523	0.030003661627124926	0.030129272710998092
333	0.029110762878882764	0.02987881281253105	0.03000185824109278
334	0.028987431509143884	0.029754358125793724	0.029874825213698875
335	0.028864399259513885	0.029630297566912947	0.029748173628816384
336	0.028741666129992773	0.02950663113588872	0.0296219034864453
337	0.028619232120580537	0.029383358832721033	0.029496014786585617
338	0.028497097231277187	0.029260480657409896	0.029370507529237345
339	0.02837526146208271	0.029137996609955304	0.029245381714400484
340	0.02825372481299713	0.029015906690357262	0.029120637342075033
341	0.028132487284020416	0.028894210898615765	0.02899627441226098
342	0.028011548875152597	0.02877290923473082	0.028872292924958347
343	0.027890864512029406	0.028651875910961293	0.02874860972878345
344	0.02777030085868979	0.028530738830448252	0.028624978850890298
345	0.027649849151860587	0.028409473537775537	0.028501384125143202
346	0.027529509391541796	0.02828808003294315	0.028377825551542155
347	0.027409281577733417	0.028166558315951093	0.028254303130087165
348	0.027289165710435458	0.028044908386799364	0.028130816860778222
349	0.0271691617896479	0.027923130245487957	0.028007366743615328
350	0.02704926981537076	0.027801223892016884	0.027883952778598495
351	0.02692948978760403	0.027679189326386133	0.02776057496572771
352	0.026809821706347714	0.02755702654859571	0.027637233305002975
353	0.026690265571601816	0.027434735558645618	0.027513927796424295
354	0.026570821383366312	0.02731231635653584	0.027390658439991653
355	0.026451489141641235	0.027189768942266393	0.02726742523570507
356	0.026332268846426567	0.02706709331583728	0.02714422818356454
357	0.026213160497722307	0.026944289477248494	0.027021067283570063
358	0.026094164095528463	0.026821357426500027	0.026897942535721635
359	0.025975279639845028	0.026698297163591893	0.026774853940019258
360	0.025856507130672012	0.026575108688524085	0.026651801496462936
361	0.025737846568009398	0.026451792001296597	0.02652878520505266
362	0.02561929795185721	0.026328347101909448	0.02640580506578844
363	0.025500861282215424	0.02620477399036262	0.026282861078670276
364	0.025382536559084054	0.02608107266665612	0.026159953243698155
365	0.025264323782463093	0.025957243130789946	0.02603708156087209
366	0.02514622295235254	0.025833285382764096	0.025914246030192073
367	0.025028234068752403	0.02570919942257857	0.025791446651658105
368	0.024910357131662682	0.02558498525023338	0.025668683425270192
369	0.02479259214108337	0.025460642865728515	0.025545956351028333
370	0.024674939097014473	0.025336172269063973	0.025423265428932522
371	0.024557397999455978	0.025211573460239757	0.025300610658982765
372	0.02443996884840791	0.025086846439255878	0.02517799204117906
373	0.02432272226434353	0.024962056943447632	0.02505539694885791
374	0.024206110347378844	0.024837625811922115	0.024932744548292675
375	0.02409021338365546	0.024713627779338658	0.024810020484636295
376	0.02397503137317338	0.024590062845697248	0.024687224757888766
377	0.023860564315932607	0.024466931010997898	0.0245643573680501
378	0.02374681221193313	0.024344232275240595	0.024441418315120277
379	0.023633775061174964	0.024221966638425352	0.02431840759909932
380	0.023521452863658095	0.024100134100552163	0.02419532521998721
381	0.023409845619382533	0.023978734661621023	0.024072171177783958
382	0.023298953328348276	0.023857768321631948	0.023948945472489554
383	0.023188775990555324	0.02373723508058492	0.023825648104104008
384	0.02307931360600367	0.023617134938479944	0.02370227907262732
385	0.02297056617469332	0.023497467895317023	0.023578838378059484
386	0.02286253369662428	0.023378233951096155	0.0234553260204005
387	0.02275521617179654	0.02325943310581735	0.02333174199965038
388	0.022648613600210102	0.02314106535948059	0.0232080863158091
389	0.02254272598186497	0.023023130712085886	0.02308435896887668
390	0.02243755331676114	0.02290562916363324	0.02296055995885312
391	0.022333095604898615	0.022788560714122642	0.022836689285738405
392	0.022229352846277396	0.022671925363554103	0.02271274694953255
393	0.02212632504089747	0.022555723111927613	0.022588732950235543
394	0.02202318265668246	0.02244002405220545	0.022465321361669465
395	0.021916949830868542	0.02232507963582915	0.022344930355770308
396	0.021807360260806992	0.022210912364570554	0.022227776328804558
397	0.021694413946497806	0.022097522238429652	0.022113859280772197
398	0.021578110887940996	0.021984909257406454	0.02200317921167324
399	0.021458451085136554	0.021873073421500952	0.02189573612150768
400	0.02133543453808448	0.021762014730713146	0.021791530010275516
401	0.02120906124678478	0.021651733185043046	0.02169056087797676
402	0.021079331211237444	0.02154222878449064	0.02159282872461139
403	0.02094624443144248	0.021433501529055928	0.021498333550179424
404	0.020809800907399888	0.021325551418738924	0.02140707535468086
405	0.020670000639109655	0.02121837845353961	0.02131905413811569
406	0.020526843626571804	0.021111982633458006	0.021234269900483924
# Eof
